Ctrl4,Ctrl5,Ctrl6,pyg4,pyg5,pyg6
WBGene00195481,0,0,0,0,0,0
WBGene00195482,0,0,0,0,0,0
WBGene00195483,0,0,0,0,0,0
WBGene00195484,0,0,0,0,0,0
WBGene00195485,1,0,1,0,0,0
WBGene00195486,2,0,1,0,5,0
WBGene00195487,0,0,0,0,0,0
WBGene00195488,0,0,0,0,0,0
WBGene00195489,0,1,0,0,0,0
WBGene00195490,0,0,0,0,0,0
WBGene00195491,0,0,0,0,0,0
WBGene00195492,0,0,0,1,1,0
WBGene00195493,0,0,0,0,0,0
WBGene00195494,0,0,0,0,0,0
WBGene00195495,0,0,0,0,0,0
WBGene00195496,0,0,0,0,0,0
WBGene00195497,0,0,0,0,0,0
WBGene00195498,0,0,0,0,0,0
WBGene00195499,0,0,3,0,0,0
WBGene00195500,0,0,2,0,0,0
WBGene00195501,0,0,0,0,0,0
WBGene00195502,0,0,0,0,0,0
WBGene00195503,0,0,0,0,0,0
WBGene00195504,0,0,0,0,0,0
WBGene00195505,0,0,0,0,0,0
WBGene00195506,0,0,1,1,0,0
WBGene00195507,0,0,0,0,0,0
WBGene00195508,0,0,0,0,0,0
WBGene00195509,0,0,0,0,0,0
WBGene00195510,0,0,0,0,0,0
WBGene00195511,0,0,0,0,0,0
WBGene00195512,0,0,1,0,0,0
WBGene00195513,0,0,0,0,0,0
WBGene00195514,0,0,0,0,0,0
WBGene00195515,0,0,0,0,0,0
WBGene00195516,0,0,0,0,0,0
WBGene00195517,0,0,0,0,0,0
WBGene00195518,0,0,0,0,0,0
WBGene00195519,0,1,1,0,0,1
WBGene00195520,0,0,0,0,1,0
WBGene00195521,0,0,0,0,0,0
WBGene00195522,0,0,0,0,0,0
WBGene00195523,0,0,0,0,0,0
WBGene00195524,0,0,0,0,1,0
WBGene00195525,0,0,0,0,0,0
WBGene00195526,0,0,0,0,0,0
WBGene00195527,0,0,0,0,0,0
WBGene00195528,0,1,1,0,0,0
WBGene00195529,0,0,0,0,0,0
WBGene00195530,0,0,0,1,0,1
WBGene00195531,0,0,0,0,0,0
WBGene00195532,0,0,0,0,0,0
WBGene00195533,0,0,0,0,0,0
WBGene00195534,0,0,0,0,0,0
WBGene00195535,0,0,0,0,1,0
WBGene00195536,0,0,0,2,0,0
WBGene00195537,0,0,0,0,1,0
WBGene00195538,0,0,0,0,0,0
WBGene00195539,0,0,0,0,0,0
WBGene00195540,0,0,0,0,0,0
WBGene00195541,0,0,0,0,0,0
WBGene00195542,0,0,0,0,0,0
WBGene00195543,0,1,0,0,0,0
WBGene00195544,0,0,0,0,0,0
WBGene00195545,0,0,0,0,0,0
WBGene00195546,0,0,0,0,0,0
WBGene00195547,0,0,0,0,0,0
WBGene00195548,0,0,0,0,0,0
WBGene00195549,0,0,0,0,0,0
WBGene00195550,0,0,0,0,0,0
WBGene00195551,0,0,0,0,0,0
WBGene00195552,0,0,0,0,0,0
WBGene00195553,0,0,0,0,0,0
WBGene00195554,0,0,0,0,0,0
WBGene00195555,0,0,0,0,0,0
WBGene00195556,0,0,0,0,0,0
WBGene00195557,0,0,0,0,0,0
WBGene00195558,0,0,0,1,1,0
WBGene00195559,0,0,0,0,0,0
WBGene00195560,0,0,0,0,0,0
WBGene00195561,0,0,0,0,0,0
WBGene00195562,0,0,0,0,0,0
WBGene00195563,0,0,0,0,0,0
WBGene00195564,0,0,0,0,0,0
WBGene00195565,0,0,0,0,0,0
WBGene00195566,0,0,0,0,0,0
WBGene00195567,0,0,0,0,0,0
WBGene00195568,0,0,0,0,0,0
WBGene00195569,0,0,0,0,0,0
WBGene00195570,0,0,0,0,0,0
WBGene00195571,0,0,0,0,0,0
WBGene00195572,0,0,0,0,0,0
WBGene00195573,0,0,0,0,0,0
WBGene00195574,0,0,0,0,0,0
WBGene00195575,0,0,0,0,0,0
WBGene00195576,0,0,0,0,0,0
WBGene00195577,0,0,0,0,0,0
WBGene00195578,0,0,0,0,0,0
WBGene00195579,0,0,0,0,1,0
WBGene00195580,1,0,1,0,0,0
WBGene00195581,0,0,0,0,0,0
WBGene00195582,0,0,1,0,0,0
WBGene00195583,0,0,0,0,0,0
WBGene00195584,0,0,0,0,0,0
WBGene00195585,0,0,0,0,0,0
WBGene00195586,0,0,0,0,0,0
WBGene00195587,0,0,0,0,0,0
WBGene00195588,0,0,0,2,0,0
WBGene00195589,0,0,0,0,0,0
WBGene00195590,0,0,0,0,0,0
WBGene00195591,0,0,0,0,0,0
WBGene00195592,0,0,0,0,0,0
WBGene00195593,0,0,0,0,0,0
WBGene00195594,0,0,0,0,0,0
WBGene00195595,0,0,0,0,0,0
WBGene00195596,0,0,0,0,0,0
WBGene00195597,0,0,0,0,0,0
WBGene00195598,0,0,0,0,0,0
WBGene00195599,0,0,0,0,0,0
WBGene00195600,0,0,1,0,0,0
WBGene00195601,0,0,0,0,0,0
WBGene00195602,0,0,0,1,0,0
WBGene00195603,0,0,0,0,0,0
WBGene00195604,0,0,0,0,0,0
WBGene00195605,0,0,0,0,0,0
WBGene00195606,0,0,0,0,0,0
WBGene00195607,0,0,0,0,0,0
WBGene00195608,0,0,0,0,0,0
WBGene00195609,3,2,0,12,1,1
WBGene00195610,0,0,0,0,0,0
WBGene00195611,0,0,0,0,0,0
WBGene00195612,0,0,0,0,0,0
WBGene00195613,0,0,0,0,0,0
WBGene00195614,0,0,0,0,0,0
WBGene00195615,0,0,0,0,0,0
WBGene00195616,1,0,0,0,0,0
WBGene00195617,0,0,0,0,0,0
WBGene00195618,0,0,0,0,0,0
WBGene00195619,0,0,0,1,0,0
WBGene00195620,0,0,0,0,0,0
WBGene00195621,0,1,0,0,0,0
WBGene00195622,0,0,0,0,0,0
WBGene00195623,2,0,0,4,0,0
WBGene00195624,0,0,0,0,0,0
WBGene00195625,0,0,0,0,0,0
WBGene00195626,1,1,0,1,2,0
WBGene00195627,0,0,0,0,0,1
WBGene00195628,0,0,0,0,0,0
WBGene00195629,1,1,0,0,0,0
WBGene00195630,0,0,0,0,0,0
WBGene00195631,1,0,1,1,0,0
WBGene00195632,2,4,3,6,5,3
WBGene00195633,0,0,0,0,0,0
WBGene00195634,0,0,0,0,0,0
WBGene00195635,0,0,0,0,0,0
WBGene00195636,0,0,0,0,0,0
WBGene00195637,0,0,0,0,1,0
WBGene00195638,0,0,0,0,0,0
WBGene00195639,0,0,0,0,0,0
WBGene00195640,0,0,0,0,0,0
WBGene00195641,0,0,1,0,0,0
WBGene00195642,0,0,0,0,0,0
WBGene00195643,0,0,0,0,0,0
WBGene00195644,0,0,0,0,0,0
WBGene00195645,0,0,0,0,0,0
WBGene00195646,0,0,0,0,0,0
WBGene00195647,0,0,0,0,0,0
WBGene00195648,0,0,0,2,0,0
WBGene00195649,0,0,0,0,0,0
WBGene00195650,0,0,0,0,0,0
WBGene00195651,3,0,1,0,1,0
WBGene00195652,0,0,0,0,0,0
WBGene00195653,0,0,0,0,0,0
WBGene00195654,0,0,0,0,0,0
WBGene00195655,0,0,0,0,0,0
WBGene00195656,0,0,0,0,0,0
WBGene00195657,0,0,0,0,0,0
WBGene00195658,0,1,1,0,1,0
WBGene00195659,0,0,1,0,0,0
WBGene00195660,0,0,0,0,0,0
WBGene00195661,0,0,0,0,0,1
WBGene00195662,0,0,0,0,0,0
WBGene00195663,0,0,0,0,0,0
WBGene00195664,0,0,0,0,0,0
WBGene00195665,0,0,0,0,0,0
WBGene00195666,1,0,0,1,0,0
WBGene00195667,1,0,0,0,0,0
WBGene00195668,0,0,0,0,0,0
WBGene00195669,0,0,0,0,0,0
WBGene00195670,1,0,0,0,0,0
WBGene00195671,0,0,2,0,0,0
WBGene00195672,0,0,0,0,0,0
WBGene00195673,0,0,0,0,0,0
WBGene00195674,0,0,0,0,0,0
WBGene00195675,0,0,0,0,0,0
WBGene00195676,0,0,0,0,0,0
WBGene00195677,0,0,0,0,0,0
WBGene00195678,0,0,0,0,1,0
WBGene00195679,0,0,0,0,0,0
WBGene00195680,0,0,0,0,0,0
WBGene00195681,0,0,0,0,0,0
WBGene00195682,0,0,0,0,0,0
WBGene00195683,0,0,0,0,0,0
WBGene00195684,0,0,0,0,0,0
WBGene00195685,0,0,0,0,0,0
WBGene00195686,0,0,0,0,0,0
WBGene00195687,0,0,0,0,0,0
WBGene00195688,0,0,0,0,0,0
WBGene00195689,0,0,0,0,0,0
WBGene00195690,0,0,0,0,0,0
WBGene00195691,0,0,0,0,0,0
WBGene00195692,0,0,0,0,0,0
WBGene00195693,0,0,0,0,0,0
WBGene00195694,0,0,0,0,0,0
WBGene00195695,0,0,0,0,0,0
WBGene00195696,0,0,0,0,0,0
WBGene00195697,0,0,0,0,0,0
WBGene00195698,0,0,0,0,0,0
WBGene00195699,0,0,0,0,0,0
WBGene00195700,1,0,0,1,2,0
WBGene00195701,0,0,0,0,0,0
WBGene00195702,0,0,0,0,0,0
WBGene00195703,0,0,0,0,0,1
WBGene00195704,0,0,0,0,0,0
WBGene00195705,0,0,0,0,0,0
WBGene00195706,0,0,0,0,0,0
WBGene00195707,0,0,0,0,0,0
WBGene00195708,0,0,0,0,1,0
WBGene00195709,0,0,0,0,0,0
WBGene00195710,0,0,0,0,1,0
WBGene00195711,0,0,0,0,0,0
WBGene00195712,0,0,0,0,0,0
WBGene00195713,0,0,0,0,0,0
WBGene00195714,0,0,0,0,0,0
WBGene00195715,0,0,0,0,0,0
WBGene00195716,0,0,0,0,0,0
WBGene00195717,0,0,0,0,0,0
WBGene00195718,0,0,0,0,0,0
WBGene00195719,0,0,0,0,0,0
WBGene00195720,0,0,0,0,0,0
WBGene00195721,0,0,0,0,0,0
WBGene00195722,0,0,0,0,0,0
WBGene00195723,0,0,0,0,0,1
WBGene00195724,0,0,0,0,0,0
WBGene00195725,0,0,0,0,0,0
WBGene00195726,0,0,0,0,0,0
WBGene00195727,0,0,0,0,0,0
WBGene00195728,0,0,0,0,0,0
WBGene00195729,0,0,0,0,0,0
WBGene00195730,0,1,0,0,0,0
WBGene00195731,0,0,0,0,0,0
WBGene00195732,1,2,0,0,1,1
WBGene00195733,0,0,0,0,0,0
WBGene00195734,0,0,0,0,0,0
WBGene00195735,0,0,0,0,0,0
WBGene00195736,0,0,0,0,0,0
WBGene00195737,0,0,0,0,0,0
WBGene00195738,0,0,0,0,0,0
WBGene00195739,0,0,0,0,0,0
WBGene00195740,0,0,0,0,0,0
WBGene00195741,0,0,0,0,0,0
WBGene00195742,0,0,0,2,0,0
WBGene00195743,0,0,0,0,0,0
WBGene00195744,0,0,0,0,0,0
WBGene00195745,0,0,0,0,0,0
WBGene00195746,0,0,0,0,0,0
WBGene00195747,0,0,0,0,0,0
WBGene00195748,0,0,0,0,0,0
WBGene00195749,0,0,0,0,0,0
WBGene00195750,0,0,0,0,0,0
WBGene00195751,0,0,0,0,0,0
WBGene00195752,0,0,0,0,0,0
WBGene00195753,0,0,0,0,0,0
WBGene00195754,0,0,0,2,1,0
WBGene00195755,1,0,0,0,0,0
WBGene00195756,0,0,0,0,0,0
WBGene00195757,0,0,0,4,0,0
WBGene00195758,0,0,0,0,0,0
WBGene00195759,0,0,0,0,0,0
WBGene00195760,0,0,0,0,0,0
WBGene00195761,0,0,0,0,0,0
WBGene00195762,0,0,0,0,0,0
WBGene00195763,0,0,0,0,0,0
WBGene00195764,0,0,0,0,0,0
WBGene00195765,0,0,0,0,0,0
WBGene00195766,0,0,0,1,1,0
WBGene00195767,0,0,0,0,0,0
WBGene00195768,0,0,0,0,0,0
WBGene00195769,0,0,0,0,0,0
WBGene00195770,0,0,0,0,0,0
WBGene00195771,0,0,1,0,1,1
WBGene00195772,0,0,0,0,0,0
WBGene00195773,0,0,0,0,0,0
WBGene00195774,0,0,0,1,0,0
WBGene00195775,0,0,0,0,0,0
WBGene00195776,0,0,0,0,0,0
WBGene00195777,0,0,0,0,0,0
WBGene00195778,0,0,0,0,0,0
WBGene00195779,0,0,0,0,0,0
WBGene00195780,0,0,0,0,0,0
WBGene00195781,0,0,0,0,0,0
WBGene00195782,0,0,0,0,0,0
WBGene00195783,0,0,0,0,0,0
WBGene00195784,0,0,0,0,0,0
WBGene00195785,0,0,0,0,0,0
WBGene00195786,0,0,0,0,0,0
WBGene00195787,0,0,0,0,0,0
WBGene00195788,0,0,0,0,0,0
WBGene00195789,0,0,0,0,0,0
WBGene00195790,0,0,0,0,0,0
WBGene00195791,0,0,0,0,0,1
WBGene00195792,0,0,0,0,0,0
WBGene00195793,0,0,0,0,0,0
WBGene00195794,0,0,0,0,0,0
WBGene00195795,0,0,1,2,0,0
WBGene00195796,0,0,0,0,0,0
WBGene00195797,0,0,0,0,0,0
WBGene00195798,1,0,0,0,0,2
WBGene00195799,0,0,0,0,0,0
WBGene00195800,0,0,0,0,0,0
WBGene00195801,0,0,0,1,1,0
WBGene00195802,1,0,0,0,0,0
WBGene00195803,2,0,0,0,0,0
WBGene00195804,0,0,0,0,0,0
WBGene00195805,0,0,0,0,0,0
WBGene00195806,0,0,0,0,0,0
WBGene00195807,0,0,0,0,0,0
WBGene00195808,0,0,0,0,0,0
WBGene00195809,0,0,0,0,0,0
WBGene00195810,0,0,0,0,0,0
WBGene00195811,0,0,0,0,0,0
WBGene00195812,0,0,0,0,0,0
WBGene00195813,0,0,0,0,0,0
WBGene00195814,0,0,0,0,0,0
WBGene00195815,0,0,0,0,1,1
WBGene00195816,0,0,0,0,0,1
WBGene00195817,1,0,0,0,0,0
WBGene00195818,0,0,0,0,0,0
WBGene00195819,0,0,0,0,0,0
WBGene00195820,3,1,9,0,3,4
WBGene00195821,0,0,0,0,0,0
WBGene00195822,0,0,0,0,0,0
WBGene00195823,2,1,0,3,0,0
WBGene00195824,0,0,0,0,0,0
WBGene00195825,0,0,0,0,0,0
WBGene00195826,2,1,1,2,0,0
WBGene00195827,1,0,0,0,0,0
WBGene00195828,0,0,0,0,0,0
WBGene00195829,0,0,0,0,0,0
WBGene00195830,0,0,0,0,0,0
WBGene00195831,0,0,0,0,0,0
WBGene00195832,0,0,0,0,0,0
WBGene00195833,0,0,1,0,0,0
WBGene00195834,0,0,0,0,0,0
WBGene00195835,0,0,0,0,0,0
WBGene00195836,1,0,0,0,0,0
WBGene00195837,1,0,0,0,1,0
WBGene00195838,0,0,0,0,0,0
WBGene00195839,0,0,0,0,0,0
WBGene00195840,0,0,1,1,0,1
WBGene00195841,0,0,0,0,0,0
WBGene00195842,0,0,0,0,0,0
WBGene00195843,0,0,0,0,0,0
WBGene00195844,0,0,0,0,0,0
WBGene00195845,1,0,0,1,1,0
WBGene00195846,0,0,0,0,0,0
WBGene00195847,0,0,0,0,0,0
WBGene00195848,0,1,0,0,0,0
WBGene00195849,0,0,0,0,0,0
WBGene00195850,0,0,2,0,0,0
WBGene00195851,0,0,0,0,0,0
WBGene00195852,0,0,0,0,0,0
WBGene00195853,0,0,0,0,0,0
WBGene00195854,0,0,0,0,0,0
WBGene00195855,0,0,0,0,0,0
WBGene00195856,0,0,0,0,0,0
WBGene00195857,0,0,0,0,0,0
WBGene00195858,0,0,0,0,0,0
WBGene00195859,0,0,0,0,0,0
WBGene00195860,0,0,0,0,0,0
WBGene00195861,0,0,0,0,0,0
WBGene00195862,0,0,0,0,0,0
WBGene00195863,0,0,0,0,0,0
WBGene00195864,0,0,0,0,0,0
WBGene00195865,0,0,0,0,0,0
WBGene00195866,0,0,0,0,0,0
WBGene00195867,0,0,0,0,0,0
WBGene00195868,0,0,0,0,0,0
WBGene00195869,0,0,0,0,0,0
WBGene00195870,0,0,0,0,0,0
WBGene00195871,0,0,0,0,1,0
WBGene00195872,0,0,0,0,0,0
WBGene00195873,0,0,0,0,0,0
WBGene00195874,0,0,0,0,0,0
WBGene00195875,0,0,0,0,0,0
WBGene00195876,0,0,0,0,0,0
WBGene00195877,1,1,2,4,4,0
WBGene00195878,0,0,0,0,0,0
WBGene00195879,0,1,0,0,0,0
WBGene00195880,0,0,0,0,0,0
WBGene00195881,0,0,0,0,0,0
WBGene00195882,1,0,0,0,1,0
WBGene00195883,0,0,0,1,0,0
WBGene00195884,2,1,2,3,2,1
WBGene00195885,0,0,0,0,1,0
WBGene00195886,0,0,0,0,0,0
WBGene00195887,2,0,0,4,0,0
WBGene00195888,0,0,1,0,1,0
WBGene00195889,0,0,0,0,0,0
WBGene00195890,0,0,0,0,0,0
WBGene00195891,0,0,0,0,0,0
WBGene00195892,0,0,0,0,1,0
WBGene00195893,0,0,0,0,0,0
WBGene00195894,0,0,0,0,0,0
WBGene00195895,0,0,0,0,0,0
WBGene00195896,0,0,0,0,0,0
WBGene00195897,0,0,0,0,0,0
WBGene00195898,0,0,0,0,0,0
WBGene00195899,0,0,0,0,0,0
WBGene00195900,0,0,0,1,1,0
WBGene00195901,0,0,1,0,0,0
WBGene00195902,0,0,0,0,0,0
WBGene00195903,0,0,0,0,0,0
WBGene00195904,0,0,0,0,0,0
WBGene00195905,0,0,0,0,0,0
WBGene00195906,0,0,0,0,0,0
WBGene00195907,0,0,0,2,0,0
WBGene00195908,0,0,0,0,0,0
WBGene00195909,0,1,0,0,0,0
WBGene00195910,0,0,0,0,0,0
WBGene00195911,0,0,0,0,1,1
WBGene00195912,0,0,0,0,0,0
WBGene00195913,0,0,0,0,0,0
WBGene00195914,0,0,0,0,0,0
WBGene00195915,0,0,0,0,0,0
WBGene00195916,0,0,0,0,0,0
WBGene00195917,0,0,0,0,0,0
WBGene00195918,0,0,0,0,0,0
WBGene00195919,0,0,0,0,0,0
WBGene00195920,0,0,0,0,0,0
WBGene00195921,0,0,0,0,0,0
WBGene00195922,0,0,0,0,0,0
WBGene00195923,0,0,0,0,0,0
WBGene00195924,0,0,0,0,0,0
WBGene00195925,0,0,0,0,0,0
WBGene00195926,0,0,0,0,0,0
WBGene00195927,0,0,0,3,1,0
WBGene00195928,0,0,0,0,0,0
WBGene00195929,0,0,0,0,0,0
WBGene00195930,0,0,0,0,0,0
WBGene00195931,0,0,0,0,0,0
WBGene00195932,0,0,0,0,0,0
WBGene00195933,0,0,0,0,0,0
WBGene00195934,0,0,0,0,0,0
WBGene00195935,0,0,0,1,0,0
WBGene00195936,0,0,0,0,0,0
WBGene00195937,0,0,0,0,0,0
WBGene00195938,0,0,0,0,0,1
WBGene00195939,0,0,0,0,0,0
WBGene00195940,0,0,0,0,0,0
WBGene00195941,0,0,0,0,0,0
WBGene00195942,0,0,0,0,0,0
WBGene00195943,1,1,0,0,2,0
WBGene00195944,0,0,0,0,0,0
WBGene00195945,0,0,0,0,0,0
WBGene00195946,0,0,0,0,0,0
WBGene00195947,0,0,1,0,0,0
WBGene00195948,0,0,0,0,0,0
WBGene00195949,0,0,1,0,0,0
WBGene00195950,0,0,1,0,0,0
WBGene00195951,0,1,0,0,0,0
WBGene00195952,0,0,0,0,0,0
WBGene00195953,1,0,0,0,0,0
WBGene00195954,0,0,0,0,0,0
WBGene00195955,0,0,0,0,0,0
WBGene00195956,0,0,0,0,0,0
WBGene00195957,0,0,0,0,0,0
WBGene00195958,0,0,0,0,0,0
WBGene00195959,0,0,0,0,0,0
WBGene00195960,0,0,0,0,0,0
WBGene00195961,0,0,0,0,0,0
WBGene00195962,0,0,0,0,0,0
WBGene00195963,0,0,0,0,0,0
WBGene00195964,0,0,0,0,0,0
WBGene00195965,0,0,0,0,0,1
WBGene00195966,0,0,0,0,0,0
WBGene00195967,0,0,0,0,0,0
WBGene00195968,0,0,0,0,0,0
WBGene00195969,0,0,0,0,0,0
WBGene00195970,0,0,0,0,0,0
WBGene00195971,0,3,1,0,0,0
WBGene00195972,0,0,0,0,0,0
WBGene00195973,0,0,0,0,0,0
WBGene00195974,0,0,0,0,0,0
WBGene00195975,1,0,1,0,0,0
WBGene00195976,0,0,0,0,0,0
WBGene00195977,0,0,0,0,0,0
WBGene00195978,1,1,0,0,0,2
WBGene00195979,0,0,0,0,0,0
WBGene00195980,0,0,0,0,0,0
WBGene00195981,0,0,0,0,0,0
WBGene00195982,0,0,0,0,0,0
WBGene00195983,0,0,0,0,0,0
WBGene00195984,0,0,0,0,0,0
WBGene00195985,0,0,0,0,0,0
WBGene00195986,0,0,0,0,0,0
WBGene00195987,0,0,0,0,0,0
WBGene00195988,0,0,0,0,0,0
WBGene00195989,0,0,0,0,0,0
WBGene00195990,0,0,0,0,0,0
WBGene00195991,0,0,0,0,0,0
WBGene00195992,0,0,0,0,0,0
WBGene00195993,0,0,0,0,0,0
WBGene00195994,0,0,0,0,0,0
WBGene00195995,0,0,0,0,0,0
WBGene00195996,0,0,0,0,0,0
WBGene00195997,0,0,0,0,0,0
WBGene00195998,0,0,0,0,0,0
WBGene00195999,0,0,0,0,0,0
WBGene00196000,2,1,1,0,0,0
WBGene00196001,0,0,0,0,0,0
WBGene00196002,0,0,0,0,0,0
WBGene00196003,0,0,0,0,0,0
WBGene00196004,0,0,0,2,0,1
WBGene00196005,0,0,0,0,0,0
WBGene00196006,0,0,0,0,0,0
WBGene00196007,0,0,0,0,0,0
WBGene00196008,0,0,0,1,0,0
WBGene00196009,0,0,0,0,0,0
WBGene00196010,0,0,0,0,0,0
WBGene00196011,0,0,0,0,0,0
WBGene00196012,1,0,0,0,0,0
WBGene00196013,0,0,0,0,0,0
WBGene00196014,0,0,0,0,0,0
WBGene00196015,0,0,1,2,0,0
WBGene00196016,0,0,3,0,1,1
WBGene00196017,0,0,0,0,0,0
WBGene00196018,0,0,0,0,0,0
WBGene00196019,0,0,0,0,0,0
WBGene00196020,0,0,0,0,0,0
WBGene00196021,0,0,1,0,1,0
WBGene00196022,0,0,0,0,0,0
WBGene00196023,0,0,0,0,0,0
WBGene00196024,1,0,1,0,1,0
WBGene00196025,2,0,0,0,0,1
WBGene00196026,0,0,0,0,0,0
WBGene00196027,1,0,0,0,0,0
WBGene00196028,0,0,0,0,0,0
WBGene00196029,0,0,0,0,0,0
WBGene00196030,0,0,0,0,0,0
WBGene00196031,0,0,0,0,0,0
WBGene00196032,0,0,0,0,0,0
WBGene00196033,0,0,0,0,0,0
WBGene00196034,0,0,0,0,0,0
WBGene00196035,0,0,0,0,0,0
WBGene00196036,0,0,0,0,0,1
WBGene00196037,0,0,0,0,0,0
WBGene00196038,0,0,0,0,0,0
WBGene00196039,0,0,0,0,0,0
WBGene00196040,0,0,0,0,0,0
WBGene00196041,0,0,0,0,0,0
WBGene00196042,0,0,0,0,0,0
WBGene00196043,0,0,0,0,0,0
WBGene00196044,0,0,0,0,0,0
WBGene00196045,0,0,0,0,0,0
WBGene00196046,0,0,0,0,0,0
WBGene00196047,0,0,0,0,0,0
WBGene00196048,0,0,1,0,0,0
WBGene00196049,0,0,0,0,0,0
WBGene00196050,0,0,0,0,0,0
WBGene00196051,0,0,0,0,0,0
WBGene00196052,1,0,2,0,1,0
WBGene00196053,0,0,0,0,0,0
WBGene00196054,0,0,0,1,0,0
WBGene00196055,0,0,0,1,0,0
WBGene00196056,0,0,0,0,0,1
WBGene00196057,0,0,0,0,0,0
WBGene00196058,0,0,0,0,0,0
WBGene00196059,0,0,0,0,3,0
WBGene00196060,0,0,0,0,0,0
WBGene00196061,0,0,0,0,0,0
WBGene00196062,0,0,0,0,0,0
WBGene00196063,0,0,0,0,0,0
WBGene00196064,0,0,0,0,2,0
WBGene00196065,0,0,0,0,0,0
WBGene00196066,0,0,0,0,0,0
WBGene00196067,0,1,0,0,0,0
WBGene00196068,0,0,0,0,0,0
WBGene00196069,0,0,0,0,0,0
WBGene00196070,0,0,0,0,0,0
WBGene00196071,2,0,2,1,1,0
WBGene00196072,0,0,0,0,0,0
WBGene00196073,0,0,0,0,0,0
WBGene00196074,0,0,0,0,0,0
WBGene00196075,0,0,0,0,0,0
WBGene00196076,0,0,0,0,0,0
WBGene00196077,0,0,0,0,0,0
WBGene00196078,0,0,0,0,0,0
WBGene00196079,0,1,1,0,1,1
WBGene00196080,0,0,0,0,0,0
WBGene00196081,0,0,1,0,1,0
WBGene00196082,0,0,0,0,0,0
WBGene00196083,0,0,0,0,0,0
WBGene00196084,0,0,0,0,0,0
WBGene00196085,0,0,0,0,0,0
WBGene00196086,0,1,3,3,2,0
WBGene00196087,0,0,0,0,0,0
WBGene00196088,0,0,0,0,0,0
WBGene00196089,0,0,0,0,0,0
WBGene00196090,0,0,0,0,0,0
WBGene00196091,1,1,1,0,1,0
WBGene00196092,0,0,0,0,0,0
WBGene00196093,0,0,0,2,0,0
WBGene00196094,0,0,0,0,0,0
WBGene00196095,0,0,0,0,0,0
WBGene00196096,0,0,0,0,0,0
WBGene00196097,0,0,0,0,0,0
WBGene00196098,0,0,1,0,2,0
WBGene00196099,0,0,0,0,0,0
WBGene00196100,0,0,1,0,0,2
WBGene00196101,3,0,2,13,2,1
WBGene00196102,1,1,1,1,1,1
WBGene00196103,0,0,0,0,0,0
WBGene00196104,0,0,0,0,0,0
WBGene00196105,0,0,0,0,0,0
WBGene00196106,0,0,0,0,0,0
WBGene00196107,0,0,0,0,1,0
WBGene00196108,0,0,0,0,0,0
WBGene00196109,0,0,0,0,0,0
WBGene00196110,0,0,0,0,0,0
WBGene00196111,0,0,0,2,0,0
WBGene00196112,0,0,0,2,0,0
WBGene00196113,0,0,0,1,0,0
WBGene00196114,0,0,0,0,0,0
WBGene00196115,0,0,1,1,1,1
WBGene00196116,0,0,0,0,0,0
WBGene00196117,0,0,0,0,0,0
WBGene00196118,0,0,0,0,1,0
WBGene00196119,1,0,0,0,0,0
WBGene00196120,0,0,0,0,1,0
WBGene00196121,0,0,0,0,0,0
WBGene00196122,0,0,0,0,0,0
WBGene00196123,0,0,0,0,0,0
WBGene00196124,0,0,0,0,0,0
WBGene00196125,0,0,0,0,0,0
WBGene00196126,0,0,0,0,0,0
WBGene00196127,0,0,0,0,0,0
WBGene00196128,0,0,0,0,0,0
WBGene00196129,0,0,0,0,0,0
WBGene00196130,0,0,0,0,0,0
WBGene00196131,0,0,0,0,0,0
WBGene00196132,0,0,0,1,1,2
WBGene00196133,0,0,0,0,0,0
WBGene00196134,0,0,0,0,0,0
WBGene00196135,0,0,0,0,0,0
WBGene00196136,0,0,0,0,0,0
WBGene00196137,0,0,0,0,0,0
WBGene00196138,0,0,1,0,0,0
WBGene00196139,0,0,0,0,0,0
WBGene00196140,0,0,0,0,0,0
WBGene00196141,0,0,0,0,0,0
WBGene00196142,0,0,0,0,0,0
WBGene00196143,0,0,0,0,0,0
WBGene00196144,0,0,0,0,0,0
WBGene00196145,0,0,0,0,0,0
WBGene00196146,2,2,4,2,3,1
WBGene00196147,1,1,0,0,0,0
WBGene00196148,0,0,0,0,0,0
WBGene00196149,0,0,0,0,0,0
WBGene00196150,0,0,0,0,0,0
WBGene00196151,0,0,0,0,0,0
WBGene00196152,0,0,0,0,0,0
WBGene00196153,0,0,0,0,0,0
WBGene00196154,0,0,0,0,1,0
WBGene00196155,0,0,0,0,0,0
WBGene00196156,0,0,0,0,0,0
WBGene00196157,0,0,0,0,0,0
WBGene00196158,0,0,0,0,0,0
WBGene00196159,0,0,0,0,0,0
WBGene00196160,0,0,1,0,0,0
WBGene00196161,0,0,0,0,0,0
WBGene00196162,1,0,0,1,0,0
WBGene00196163,1,0,1,0,0,0
WBGene00196164,0,0,0,0,0,0
WBGene00196165,0,0,0,0,0,0
WBGene00196166,0,0,0,0,0,0
WBGene00196167,0,1,0,0,0,0
WBGene00196168,0,0,0,0,0,0
WBGene00196169,0,0,0,0,0,0
WBGene00196170,0,0,0,0,0,0
WBGene00196171,0,0,0,0,0,0
WBGene00196172,0,0,0,0,0,0
WBGene00196173,0,0,0,0,0,0
WBGene00196174,0,0,0,0,0,0
WBGene00196175,0,0,0,0,0,0
WBGene00196176,0,0,0,0,0,0
WBGene00196177,0,0,0,0,0,0
WBGene00196178,0,0,0,0,0,0
